imu,t,o,r,p,y,temp,press,alt
IMU2,17.49,1,-26.15,-3.58,-27.19,25.1,103477.0,177.64
IMU3,17.49,1,-107.87,-2.2,-74.42,26.0,103565.0,184.84
IMU1,17.5,1,-101.63,-3.98,-0.0,25.4,103315.0,164.38
IMU2,17.5,1,-26.3,-3.64,-26.98,25.1,103477.0,177.64
IMU3,17.5,1,-107.87,-2.24,-74.38,26.0,103565.0,184.84
IMU1,17.51,1,-101.63,-3.98,-0.0,25.4,103322.0,164.95
IMU2,17.51,1,-26.45,-3.71,-26.76,25.1,103483.0,178.13
IMU3,17.51,1,-107.86,-2.26,-74.37,25.9,103561.0,184.52
IMU1,17.52,1,-101.63,-3.98,0.0,25.4,103322.0,164.95
IMU2,17.52,1,-26.61,-3.77,-26.54,25.1,103483.0,178.13
IMU3,17.52,1,-107.85,-2.26,-74.37,25.9,103561.0,184.52
IMU1,17.53,1,-101.64,-3.98,0.0,25.4,103322.0,164.95
IMU2,17.53,1,-26.75,-3.83,-26.33,25.1,103483.0,178.13
IMU3,17.53,1,-107.89,-2.41,-74.17,25.9,103561.0,184.52
IMU1,17.54,1,-101.64,-3.98,0.0,25.4,103322.0,164.95
IMU2,17.54,1,-26.88,-3.88,-26.13,25.1,103483.0,178.13
IMU3,17.54,1,-107.94,-2.54,-73.98,25.9,103561.0,184.52
IMU1,17.55,1,-101.64,-3.98,0.0,25.4,103322.0,164.95
IMU2,17.55,1,-26.75,-3.84,-26.27,25.1,103483.0,178.13
IMU3,17.55,1,-107.98,-2.67,-73.81,25.9,103561.0,184.52
IMU1,17.56,1,-101.64,-3.98,0.0,25.4,103322.0,164.95
IMU2,17.56,1,-26.62,-3.8,-26.4,25.1,103483.0,178.13
IMU3,17.56,1,-108.02,-2.8,-73.64,25.9,103561.0,184.52
IMU1,17.57,1,-101.65,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.57,1,-26.49,-3.75,-26.54,25.1,103483.0,178.13
IMU3,17.57,1,-108.04,-2.88,-73.49,25.9,103561.0,184.52
IMU1,17.58,1,-101.65,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.58,1,-26.65,-3.81,-26.32,25.1,103483.0,178.13
IMU3,17.58,1,-108.06,-2.95,-73.35,25.9,103561.0,184.52
IMU1,17.59,1,-101.65,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.59,1,-26.8,-3.87,-26.09,25.1,103483.0,178.13
IMU3,17.59,1,-108.07,-3.03,-73.2,25.9,103561.0,184.52
IMU1,17.6,1,-101.66,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.6,1,-26.94,-3.93,-25.88,25.1,103483.0,178.13
IMU3,17.6,1,-108.11,-3.14,-73.02,25.9,103561.0,184.52
IMU1,17.61,1,-101.66,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.61,1,-26.8,-3.88,-26.02,25.1,103483.0,178.13
IMU3,17.61,1,-108.13,-3.21,-72.87,25.9,103557.0,184.19
IMU1,17.62,1,-101.66,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.62,1,-26.66,-3.83,-26.16,25.1,103483.0,178.13
IMU3,17.62,1,-108.16,-3.32,-72.69,25.9,103557.0,184.19
IMU1,17.63,1,-101.67,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.63,1,-26.53,-3.79,-26.3,25.1,103483.0,178.13
IMU3,17.63,1,-108.2,-3.43,-72.52,25.9,103557.0,184.19
IMU1,17.64,1,-101.67,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.64,1,-26.41,-3.75,-26.44,25.1,103483.0,178.13
IMU3,17.64,1,-108.23,-3.53,-72.33,25.9,103557.0,184.19
IMU1,17.65,1,-101.68,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.65,1,-26.28,-3.7,-26.58,25.1,103483.0,178.13
IMU3,17.65,1,-108.27,-3.63,-72.14,25.9,103557.0,184.19
IMU1,17.66,1,-101.68,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.66,1,-26.16,-3.66,-26.72,25.1,103483.0,178.13
IMU3,17.66,1,-108.3,-3.73,-71.95,25.9,103557.0,184.19
IMU1,17.67,1,-101.68,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.67,1,-26.32,-3.72,-26.49,25.1,103483.0,178.13
IMU3,17.67,1,-108.28,-3.7,-71.98,25.9,103557.0,184.19
IMU1,17.68,1,-101.68,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.68,1,-26.48,-3.78,-26.26,25.1,103483.0,178.13
IMU3,17.68,1,-108.25,-3.67,-72.0,25.9,103557.0,184.19
IMU1,17.69,1,-101.68,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.69,1,-26.63,-3.84,-26.04,25.1,103483.0,178.13
IMU3,17.69,1,-108.24,-3.66,-71.98,25.9,103557.0,184.19
IMU1,17.7,1,-101.69,-3.97,0.0,25.4,103322.0,164.95
IMU2,17.7,1,-26.5,-3.8,-26.18,25.1,103483.0,178.13
IMU3,17.7,1,-108.22,-3.65,-71.96,25.9,103557.0,184.19
IMU1,17.71,1,-101.69,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.71,1,-26.36,-3.75,-26.33,25.1,103482.0,178.05
IMU3,17.71,1,-108.2,-3.62,-71.99,25.9,103560.0,184.44
IMU1,17.72,1,-101.69,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.72,1,-26.24,-3.71,-26.46,25.1,103482.0,178.05
IMU3,17.72,1,-108.18,-3.58,-72.02,25.9,103560.0,184.44
IMU1,17.73,1,-101.7,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.73,1,-26.12,-3.67,-26.6,25.1,103482.0,178.05
IMU3,17.73,1,-108.16,-3.57,-72.01,25.9,103560.0,184.44
IMU1,17.74,1,-101.7,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.74,1,-26.0,-3.63,-26.73,25.1,103482.0,178.05
IMU3,17.74,1,-108.14,-3.53,-72.04,25.9,103560.0,184.44
IMU1,17.75,1,-101.7,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.75,1,-26.16,-3.69,-26.5,25.1,103482.0,178.05
IMU3,17.75,1,-108.11,-3.49,-72.07,25.9,103560.0,184.44
IMU1,17.76,1,-101.7,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.76,1,-26.32,-3.76,-26.27,25.1,103482.0,178.05
IMU3,17.76,1,-108.09,-3.46,-72.1,25.9,103560.0,184.44
IMU1,17.77,1,-101.71,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.77,1,-26.48,-3.81,-26.05,25.1,103482.0,178.05
IMU3,17.77,1,-108.07,-3.43,-72.13,25.9,103560.0,184.44
IMU1,17.78,1,-101.71,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.78,1,-26.63,-3.87,-25.83,25.1,103482.0,178.05
IMU3,17.78,1,-108.06,-3.42,-72.1,25.9,103560.0,184.44
IMU1,17.79,1,-101.71,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.79,1,-26.77,-3.93,-25.62,25.1,103482.0,178.05
IMU3,17.79,1,-108.05,-3.42,-72.08,25.9,103560.0,184.44
IMU1,17.8,1,-101.71,-3.97,0.0,25.4,103323.0,165.03
IMU2,17.8,1,-26.63,-3.88,-25.77,25.1,103482.0,178.05
IMU3,17.8,1,-108.01,-3.3,-72.28,25.9,103560.0,184.44
IMU1,17.81,1,-101.71,-3.97,0.0,25.4,103321.0,164.87
IMU2,17.81,1,-26.77,-3.93,-25.55,25.1,103483.0,178.13
IMU3,17.81,1,-107.99,-3.26,-72.31,25.9,103558.0,184.27
IMU1,17.82,1,-101.71,-3.97,0.0,25.4,103321.0,164.87
IMU2,17.82,1,-26.9,-3.99,-25.36,25.1,103483.0,178.13
IMU3,17.82,1,-108.0,-3.32,-72.18,25.9,103558.0,184.27
IMU1,17.83,1,-101.72,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.83,1,-26.75,-3.94,-25.51,25.1,103483.0,178.13
IMU3,17.83,1,-107.96,-3.19,-72.37,25.9,103558.0,184.27
IMU1,17.84,1,-101.72,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.84,1,-26.61,-3.88,-25.67,25.1,103483.0,178.13
IMU3,17.84,1,-107.93,-3.06,-72.55,25.9,103558.0,184.27
IMU1,17.85,1,-101.72,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.85,1,-26.48,-3.83,-25.82,25.1,103483.0,178.13
IMU3,17.85,1,-107.91,-3.04,-72.57,25.9,103558.0,184.27
IMU1,17.86,1,-101.72,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.86,1,-26.34,-3.78,-25.96,25.1,103483.0,178.13
IMU3,17.86,1,-107.89,-3.02,-72.59,25.9,103558.0,184.27
IMU1,17.87,1,-101.73,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.87,1,-26.5,-3.84,-25.74,25.1,103483.0,178.13
IMU3,17.87,1,-107.88,-3.0,-72.6,25.9,103558.0,184.27
IMU1,17.88,1,-101.73,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.88,1,-26.64,-3.9,-25.53,25.1,103483.0,178.13
IMU3,17.88,1,-107.85,-2.88,-72.79,25.9,103558.0,184.27
IMU1,17.89,1,-101.73,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.89,1,-26.78,-3.95,-25.31,25.1,103483.0,178.13
IMU3,17.89,1,-107.81,-2.76,-72.96,25.9,103558.0,184.27
IMU1,17.9,1,-101.74,-3.96,0.0,25.4,103321.0,164.87
IMU2,17.9,1,-26.64,-3.9,-25.47,25.1,103483.0,178.13
IMU3,17.9,1,-107.8,-2.75,-72.98,25.9,103558.0,184.27
IMU1,17.91,1,-101.74,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.91,1,-26.49,-3.82,-25.96,25.1,103476.0,177.56
IMU3,17.91,1,-107.78,-2.72,-73.03,25.9,103559.0,184.35
IMU1,17.92,1,-101.74,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.92,1,-26.36,-3.78,-26.11,25.1,103476.0,177.56
IMU3,17.92,1,-107.75,-2.6,-73.2,25.9,103559.0,184.35
IMU1,17.93,1,-101.75,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.93,1,-26.24,-3.73,-26.25,25.1,103476.0,177.56
IMU3,17.93,1,-107.72,-2.48,-73.37,25.9,103559.0,184.35
IMU1,17.94,1,-101.75,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.94,1,-26.12,-3.69,-26.39,25.1,103476.0,177.56
IMU3,17.94,1,-107.71,-2.48,-73.38,25.9,103559.0,184.35
IMU1,17.95,1,-101.75,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.95,1,-25.99,-3.65,-26.52,25.1,103476.0,177.56
IMU3,17.95,1,-107.7,-2.48,-73.38,25.9,103559.0,184.35
IMU1,17.96,1,-101.75,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.96,1,-25.87,-3.61,-26.66,25.1,103476.0,177.56
IMU3,17.96,1,-107.69,-2.47,-73.39,25.9,103559.0,184.35
IMU1,17.97,1,-101.76,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.97,1,-26.04,-3.67,-26.45,25.1,103476.0,177.56
IMU3,17.97,1,-107.67,-2.45,-73.44,25.9,103559.0,184.35
IMU1,17.98,1,-101.76,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.98,1,-26.19,-3.73,-26.24,25.1,103476.0,177.56
IMU3,17.98,1,-107.66,-2.44,-73.48,25.9,103559.0,184.35
IMU1,17.99,1,-101.76,-3.96,0.0,25.4,103316.0,164.46
IMU2,17.99,1,-26.33,-3.79,-26.03,25.1,103476.0,177.56
IMU3,17.99,1,-107.64,-2.42,-73.52,25.9,103559.0,184.35
IMU1,18.0,1,-101.76,-3.96,0.0,25.4,103316.0,164.46
IMU2,18.0,1,-26.19,-3.71,-26.52,25.1,103476.0,177.56
IMU3,18.0,1,-107.63,-2.4,-73.57,25.9,103559.0,184.35
IMU1,18.01,1,-101.77,-3.96,0.0,25.4,103315.0,164.38
IMU2,18.01,1,-26.35,-3.77,-26.29,25.2,103481.0,177.97
IMU3,18.01,1,-107.6,-2.3,-73.73,25.9,103557.0,184.19
IMU1,18.02,1,-101.77,-3.96,0.0,25.4,103315.0,164.38
IMU2,18.02,1,-26.22,-3.73,-26.44,25.2,103481.0,177.97
IMU3,18.02,1,-107.59,-2.28,-73.77,25.9,103557.0,184.19
IMU1,18.03,1,-101.77,-3.96,0.0,25.4,103315.0,164.38
IMU2,18.03,1,-26.1,-3.69,-26.57,25.2,103481.0,177.97
IMU3,18.03,1,-107.58,-2.27,-73.81,25.9,103557.0,184.19
IMU1,18.04,1,-101.77,-3.95,0.0,25.4,103315.0,164.38
IMU2,18.04,1,-25.98,-3.66,-26.7,25.2,103481.0,177.97
IMU3,18.04,1,-107.6,-2.36,-73.67,25.9,103557.0,184.19
IMU1,18.05,1,-101.77,-3.96,0.0,25.4,103315.0,164.38
IMU2,18.05,1,-25.86,-3.61,-26.84,25.2,103481.0,177.97
IMU3,18.05,1,-107.62,-2.44,-73.54,25.9,103557.0,184.19
IMU1,18.06,1,-101.78,-3.95,0.0,25.4,103315.0,164.38
IMU2,18.06,1,-25.75,-3.58,-26.96,25.2,103481.0,177.97
IMU3,18.06,1,-107.61,-2.41,-73.62,25.9,103557.0,184.19
IMU1,18.07,1,-101.78,-3.95,0.0,25.4,103315.0,164.38
IMU2,18.07,1,-25.65,-3.54,-27.08,25.2,103481.0,177.97
IMU3,18.07,1,-107.59,-2.38,-73.69,25.9,103557.0,184.19
IMU1,18.08,1,-101.78,-3.95,0.0,25.4,103315.0,164.38
IMU2,18.08,1,-25.83,-3.61,-26.85,25.2,103481.0,177.97
IMU3,18.08,1,-107.58,-2.37,-73.74,25.9,103557.0,184.19
IMU1,18.09,1,-101.79,-3.95,0.0,25.4,103315.0,164.38
IMU2,18.09,1,-26.0,-3.68,-26.62,25.2,103481.0,177.97
IMU3,18.09,1,-107.56,-2.35,-73.78,25.9,103557.0,184.19
IMU1,18.1,1,-101.79,-3.95,0.0,25.4,103315.0,164.38
IMU2,18.1,1,-25.89,-3.64,-26.76,25.2,103481.0,177.97
IMU3,18.1,1,-107.55,-2.34,-73.82,25.9,103557.0,184.19
IMU1,18.11,1,-101.79,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.11,1,-25.78,-3.6,-26.88,25.2,103488.0,178.54
IMU3,18.11,1,-107.55,-2.34,-73.83,26.0,103558.0,184.27
IMU1,18.12,1,-101.79,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.12,1,-25.67,-3.57,-27.01,25.2,103488.0,178.54
IMU3,18.12,1,-107.53,-2.32,-73.87,26.0,103558.0,184.27
IMU1,18.13,1,-101.79,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.13,1,-25.56,-3.53,-27.14,25.2,103488.0,178.54
IMU3,18.13,1,-107.51,-2.23,-74.06,26.0,103558.0,184.27
IMU1,18.14,1,-101.8,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.14,1,-25.46,-3.5,-27.26,25.2,103488.0,178.54
IMU3,18.14,1,-107.49,-2.15,-74.25,26.0,103558.0,184.27
IMU1,18.15,1,-101.8,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.15,1,-25.36,-3.47,-27.38,25.2,103488.0,178.54
IMU3,18.15,1,-107.48,-2.14,-74.28,26.0,103558.0,184.27
IMU1,18.16,1,-101.8,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.16,1,-25.26,-3.43,-27.5,25.2,103488.0,178.54
IMU3,18.16,1,-107.46,-2.06,-74.47,26.0,103558.0,184.27
IMU1,18.17,1,-101.81,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.17,1,-25.16,-3.4,-27.63,25.2,103488.0,178.54
IMU3,18.17,1,-107.44,-1.98,-74.65,26.0,103558.0,184.27
IMU1,18.18,1,-101.81,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.18,1,-25.36,-3.47,-27.39,25.2,103488.0,178.54
IMU3,18.18,1,-107.43,-1.98,-74.68,26.0,103558.0,184.27
IMU1,18.19,1,-101.82,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.19,1,-25.55,-3.54,-27.16,25.2,103488.0,178.54
IMU3,18.19,1,-107.42,-1.98,-74.71,26.0,103558.0,184.27
IMU1,18.2,1,-101.82,-3.95,0.0,25.5,103322.0,164.95
IMU2,18.2,1,-25.42,-3.47,-27.63,25.2,103488.0,178.54
IMU3,18.2,1,-107.41,-1.98,-74.73,26.0,103558.0,184.27
IMU1,18.21,1,-101.82,-3.95,0.0,25.4,103320.0,164.78
IMU2,18.21,1,-25.32,-3.44,-27.75,25.2,103490.0,178.71
IMU3,18.21,1,-107.41,-2.0,-74.72,26.0,103558.0,184.27
IMU1,18.22,1,-101.83,-3.95,0.0,25.4,103320.0,164.78
IMU2,18.22,1,-25.51,-3.51,-27.51,25.2,103490.0,178.71
IMU3,18.22,1,-107.41,-2.01,-74.72,26.0,103558.0,184.27
IMU1,18.23,1,-101.83,-3.95,0.0,25.4,103320.0,164.78
IMU2,18.23,1,-25.7,-3.58,-27.28,25.2,103490.0,178.71
IMU3,18.23,1,-107.4,-2.01,-74.75,26.0,103558.0,184.27
IMU1,18.24,1,-101.83,-3.94,0.0,25.4,103320.0,164.78
IMU2,18.24,1,-25.88,-3.65,-27.05,25.2,103490.0,178.71
IMU3,18.24,1,-107.4,-2.01,-74.77,26.0,103558.0,184.27
IMU1,18.25,1,-101.83,-3.94,0.0,25.4,103320.0,164.78
IMU2,18.25,1,-26.05,-3.71,-26.82,25.2,103490.0,178.71
IMU3,18.25,1,-107.42,-2.11,-74.62,26.0,103558.0,184.27
IMU1,18.26,1,-101.84,-3.94,0.0,25.4,103320.0,164.78
IMU2,18.26,1,-25.94,-3.67,-26.95,25.2,103490.0,178.71
IMU3,18.26,1,-107.45,-2.21,-74.48,26.0,103558.0,184.27
IMU1,18.27,1,-101.84,-3.95,0.0,25.4,103320.0,164.78
IMU2,18.27,1,-25.83,-3.64,-27.08,25.2,103490.0,178.71
IMU3,18.27,1,-107.45,-2.22,-74.48,26.0,103558.0,184.27
IMU1,18.28,1,-101.84,-3.94,0.0,25.4,103320.0,164.78
IMU2,18.28,1,-26.0,-3.7,-26.85,25.2,103490.0,178.71
IMU3,18.28,1,-107.44,-2.23,-74.48,26.0,103558.0,184.27
IMU1,18.29,1,-101.85,-3.94,0.0,25.4,103320.0,164.78
IMU2,18.29,1,-26.17,-3.77,-26.63,25.2,103490.0,178.71
IMU3,18.29,1,-107.43,-2.22,-74.51,26.0,103558.0,184.27
IMU1,18.3,1,-101.85,-3.94,0.0,25.4,103320.0,164.78
IMU2,18.3,1,-26.06,-3.73,-26.76,25.2,103490.0,178.71
IMU3,18.3,1,-107.43,-2.23,-74.51,26.0,103558.0,184.27
IMU1,18.31,1,-101.85,-3.94,0.0,25.4,103316.0,164.46
IMU2,18.31,1,-25.94,-3.69,-26.89,25.2,103485.0,178.3
IMU3,18.31,1,-107.44,-2.29,-74.38,26.0,103561.0,184.52
IMU1,18.32,1,-101.86,-3.94,0.0,25.4,103316.0,164.46
IMU2,18.32,1,-26.1,-3.75,-26.68,25.2,103485.0,178.3
IMU3,18.32,1,-107.43,-2.28,-74.42,26.0,103561.0,184.52
IMU1,18.33,1,-101.86,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.33,1,-25.99,-3.72,-26.81,25.2,103485.0,178.3
IMU3,18.33,1,-107.42,-2.27,-74.46,26.0,103561.0,184.52
IMU1,18.34,1,-101.86,-3.94,0.0,25.4,103316.0,164.46
IMU2,18.34,1,-25.88,-3.68,-26.94,25.2,103485.0,178.3
IMU3,18.34,1,-107.42,-2.27,-74.48,26.0,103561.0,184.52
IMU1,18.35,1,-101.86,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.35,1,-25.77,-3.64,-27.07,25.2,103485.0,178.3
IMU3,18.35,1,-107.41,-2.27,-74.51,26.0,103561.0,184.52
IMU1,18.36,1,-101.87,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.36,1,-25.67,-3.61,-27.19,25.2,103485.0,178.3
IMU3,18.36,1,-107.44,-2.36,-74.33,26.0,103561.0,184.52
IMU1,18.37,1,-101.87,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.37,1,-25.57,-3.57,-27.31,25.2,103485.0,178.3
IMU3,18.37,1,-107.42,-2.28,-74.52,26.0,103561.0,184.52
IMU1,18.38,1,-101.87,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.38,1,-25.47,-3.54,-27.43,25.2,103485.0,178.3
IMU3,18.38,1,-107.4,-2.19,-74.71,26.0,103561.0,184.52
IMU1,18.39,1,-101.87,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.39,1,-25.38,-3.51,-27.55,25.2,103485.0,178.3
IMU3,18.39,1,-107.39,-2.19,-74.74,26.0,103561.0,184.52
IMU1,18.4,1,-101.88,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.4,1,-25.26,-3.47,-27.69,25.2,103485.0,178.3
IMU3,18.4,1,-107.39,-2.18,-74.76,26.0,103561.0,184.52
IMU1,18.41,1,-101.88,-3.95,0.0,25.4,103316.0,164.46
IMU2,18.41,1,-25.22,-3.17,-27.99,25.1,103480.0,177.89
IMU3,18.41,1,-107.45,-2.22,-74.66,26.0,103561.0,184.52
IMU1,18.42,1,-101.98,-3.95,-0.01,25.4,103316.0,164.46
IMU2,18.42,1,-25.11,-3.33,-28.09,25.1,103480.0,177.89
IMU3,18.42,1,-107.53,-2.26,-74.57,26.0,103561.0,184.52
IMU1,18.43,1,-102.11,-3.94,-0.01,25.4,103316.0,164.46
IMU2,18.43,1,-23.85,-3.69,-27.02,25.1,103480.0,177.89
IMU3,18.43,1,-107.58,-2.3,-74.3,26.0,103561.0,184.52
IMU1,18.44,1,-102.04,-3.94,-0.01,25.4,103316.0,164.46
IMU2,18.44,1,-23.69,-3.46,-26.28,25.1,103480.0,177.89
IMU3,18.44,1,-107.64,-2.46,-73.91,26.0,103561.0,184.52
IMU1,18.45,1,-102.04,-3.93,0.03,25.4,103316.0,164.46
IMU2,18.45,1,-23.71,-4.04,-25.77,25.1,103480.0,177.89
IMU3,18.45,1,-107.64,-2.62,-73.53,26.0,103561.0,184.52
IMU1,18.46,1,-102.02,-3.93,0.04,25.4,103316.0,164.46
IMU2,18.46,1,-23.77,-3.96,-25.53,25.1,103480.0,177.89
IMU3,18.46,1,-107.85,-2.92,-72.97,26.0,103561.0,184.52
IMU1,18.47,1,-102.06,-3.93,0.04,25.4,103316.0,164.46
IMU2,18.47,1,-23.86,-3.86,-25.33,25.1,103480.0,177.89
IMU3,18.47,1,-108.08,-3.2,-72.41,26.0,103561.0,184.52
IMU1,18.48,1,-102.07,-3.93,0.04,25.4,103316.0,164.46
IMU2,18.48,1,-23.94,-3.76,-25.15,25.1,103480.0,177.89
IMU3,18.48,1,-108.29,-3.48,-71.86,26.0,103561.0,184.52
IMU1,18.49,1,-102.06,-3.93,0.04,25.4,103316.0,164.46
IMU2,18.49,1,-24.02,-3.67,-24.97,25.1,103480.0,177.89
IMU3,18.49,1,-108.5,-3.75,-71.32,26.0,103561.0,184.52
IMU1,18.5,1,-102.13,-3.93,0.04,25.4,103316.0,164.46
IMU2,18.5,1,-24.03,-3.91,-24.67,25.1,103480.0,177.89
IMU3,18.5,1,-108.6,-3.9,-70.96,26.0,103561.0,184.52
IMU1,18.51,1,-102.13,-3.93,0.04,25.4,103317.0,164.54
IMU2,18.51,1,-25.44,-3.55,-24.96,25.2,103484.0,178.22
IMU3,18.51,1,-108.76,-4.11,-70.28,26.0,103564.0,184.76
IMU1,18.52,1,-102.17,-3.92,0.05,25.4,103317.0,164.54
IMU2,18.52,1,-24.47,-4.19,-23.41,25.2,103484.0,178.22
IMU3,18.52,1,-108.97,-4.35,-69.62,26.0,103564.0,184.76
IMU1,18.53,1,-102.17,-3.92,0.05,25.4,103317.0,164.54
IMU2,18.53,1,-24.49,-4.0,-22.58,25.2,103484.0,178.22
IMU3,18.53,1,-109.18,-4.61,-69.02,26.0,103564.0,184.76
IMU1,18.54,1,-102.12,-3.92,0.06,25.4,103317.0,164.54
IMU2,18.54,1,-23.01,-4.03,-21.82,25.2,103484.0,178.22
IMU3,18.54,1,-109.41,-4.87,-68.42,26.0,103564.0,184.76
IMU1,18.55,1,-102.1,-3.91,0.07,25.4,103317.0,164.54
IMU2,18.55,1,-23.04,-2.54,-21.02,25.2,103484.0,178.22
IMU3,18.55,1,-109.77,-5.14,-67.86,26.0,103564.0,184.76
IMU1,18.56,1,-102.21,-3.94,-0.08,25.4,103317.0,164.54
IMU2,18.56,1,-23.49,-1.35,-20.63,25.2,103484.0,178.22
IMU3,18.56,1,-110.07,-5.41,-67.31,26.0,103564.0,184.76
IMU1,18.57,1,-102.31,-3.94,-0.13,25.4,103317.0,164.54
IMU2,18.57,1,-23.01,-1.16,-20.15,25.2,103484.0,178.22
IMU3,18.57,1,-110.15,-5.54,-66.91,26.0,103564.0,184.76
IMU1,18.58,1,-102.1,-3.94,-0.13,25.4,103317.0,164.54
IMU2,18.58,1,-22.21,-2.22,-19.8,25.2,103484.0,178.22
IMU3,18.58,1,-110.26,-5.68,-66.39,26.0,103564.0,184.76
IMU1,18.59,1,-102.33,-3.94,-0.14,25.4,103317.0,164.54
IMU2,18.59,1,-20.22,-2.59,-19.29,25.2,103484.0,178.22
IMU3,18.59,1,-110.38,-5.82,-65.87,26.0,103564.0,184.76
IMU1,18.6,1,-102.05,-3.97,-0.15,25.4,103317.0,164.54
IMU2,18.6,1,-18.76,-2.77,-18.32,25.2,103484.0,178.22
IMU3,18.6,1,-110.47,-5.95,-65.38,26.0,103564.0,184.76
IMU1,18.61,1,-102.12,-3.97,-0.15,25.4,103312.0,164.13
IMU2,18.61,1,-17.38,-2.94,-17.27,25.1,103482.0,178.05
IMU3,18.61,1,-110.45,-5.93,-65.29,26.0,103557.0,184.19
IMU1,18.62,1,-102.14,-3.97,-0.15,25.4,103312.0,164.13
IMU2,18.62,1,-15.56,-3.64,-16.0,25.1,103482.0,178.05
IMU3,18.62,1,-110.44,-5.93,-65.16,26.0,103557.0,184.19
IMU1,18.63,1,-102.44,-3.93,-0.09,25.4,103312.0,164.13
IMU2,18.63,1,-14.52,-4.23,-15.27,25.1,103482.0,178.05
IMU3,18.63,1,-110.46,-5.94,-65.02,26.0,103557.0,184.19
IMU1,18.64,1,-102.37,-3.95,-0.08,25.4,103312.0,164.13
IMU2,18.64,1,-13.2,-5.05,-14.9,25.1,103482.0,178.05
IMU3,18.64,1,-110.42,-5.83,-65.16,26.0,103557.0,184.19
IMU1,18.65,1,-102.51,-3.94,-0.08,25.4,103312.0,164.13
IMU2,18.65,1,-12.46,-5.83,-14.18,25.1,103482.0,178.05
IMU3,18.65,1,-110.37,-5.75,-65.2,26.0,103557.0,184.19
IMU1,18.66,1,-102.56,-3.93,-0.07,25.4,103312.0,164.13
IMU2,18.66,1,-12.56,-5.89,-13.48,25.1,103482.0,178.05
IMU3,18.66,1,-110.34,-5.68,-65.23,26.0,103557.0,184.19
IMU1,18.67,1,-102.49,-3.95,-0.08,25.4,103312.0,164.13
IMU2,18.67,1,-13.13,-5.21,-12.62,25.1,103482.0,178.05
IMU3,18.67,1,-110.29,-5.61,-65.27,26.0,103557.0,184.19
IMU1,18.68,1,-102.64,-3.94,-0.07,25.4,103312.0,164.13
IMU2,18.68,1,-13.76,-4.24,-11.42,25.1,103482.0,178.05
IMU3,18.68,1,-110.25,-5.54,-65.3,26.0,103557.0,184.19
IMU1,18.69,1,-102.69,-3.92,-0.06,25.4,103312.0,164.13
IMU2,18.69,1,-14.07,-2.29,-9.34,25.1,103482.0,178.05
